0,1,2,3,4
0.00030273280799047574,1.3120784321812399e-05,0.00028656764987435604,6.133448149599026e-05,0.0003972961967913662
0.00014630572851032328,3.5441519083235544e-05,0.00035542964090171537,0.00017145068319182478,2.380413631905902e-05
2.892120586943269e-05,0.00015207900056878596,0.00039096246014663874,0.00017149778544222138,5.104635018175734e-07
4.7209666603707185e-05,0.00017728497616167552,0.0003593096833500958,9.176066170215644e-05,2.6081845813304364e-05
6.169975865639323e-05,0.00014491230193149535,0.0004181992613192305,6.174193530613318e-05,7.936994339435736e-05
2.68387121609041e-07,1.6787740696631023e-06,0.0003076605577885376,2.7535152337807226e-06,0.0003199640984523646
2.535624979940076e-06,8.244013118813776e-06,0.0003078914825689251,1.3488202522674316e-05,7.315078741829029e-07
1.6302898567071916e-05,2.2707426708705633e-05,0.00046766197268119906,0.0003767773850786536,2.777980659988101e-05
4.110318854865291e-05,6.130311696083757e-05,0.0003448229319081231,6.806752633942513e-05,5.6612853853387096e-05
0.00010471561716385202,0.00016351382436061214,0.00037726566670205305,1.609945966865045e-05,2.1291028096219853e-05
2.348326090227314e-05,0.00015192835165893473,0.0004633189357754925,1.4078309793812458e-05,0.00012355846186187558
9.45244820231858e-06,1.1666856456205106e-07,0.00037885238991080785,7.112385398049857e-06,0.0002593129513339514
7.455621814730484e-06,0.00016950056280675408,0.00042806004070031515,8.23930839239457e-05,1.589113010241648e-05
6.337462945612242e-05,6.118379586033155e-05,0.00026396103284576805,5.638995434907171e-05,3.0445877536576073e-05
4.107303152071237e-06,2.2205301746874715e-07,0.00026498253769771093,2.2726696646910557e-05,7.735063316518903e-06
2.678615561128426e-05,3.115489271435927e-05,0.0003833609491360068,4.8795398714022535e-05,0.00022704374210228673
1.4069051445571836e-05,4.950675573022167e-05,0.0003164358845216549,5.921893799320805e-05,2.201694922192167e-06
3.1921793721773455e-05,0.00018759512194300144,0.0003368640480811523,8.734156443305745e-05,0.00022277903871581857
3.102881259424763e-05,0.00011193410373415307,0.000340895063032608,0.00017460424785484778,8.193085779233084e-05
3.745470627242611e-05,4.963047932554844e-06,0.0004236448750485321,5.664660261092324e-05,0.00014857175375562124
4.2181299111126284e-05,5.991933748866216e-05,0.00034129691449292474,2.1112005447582056e-05,0.0003883013305538613
8.34554324657642e-07,6.948893688308027e-07,0.0001833474152838291,1.8356971113057148e-06,0.0005040624600729669
6.221245435957742e-05,0.00026518542899162096,0.0002307904531042752,0.00019758474100786287,9.848389793093516e-05
5.037377672155441e-06,7.804173307843284e-06,0.00022465046190099313,5.74273611765278e-06,0.00039022615805641477
3.2904956983260657e-07,8.355008387201963e-07,0.0003166442451721514,8.259111858389598e-07,1.2444005465720695e-08
4.587846651454335e-05,7.653992821429804e-07,0.0002730413065648156,2.210578790072777e-05,5.838668024542897e-06
7.264553941906957e-05,6.720995416940137e-05,0.00026165126267363876,0.00020373752023530886,2.685496398213429e-05
5.946722000591928e-05,0.00023552186796216466,0.00021778860025221077,5.913991245301047e-05,1.5289484934267596e-05
2.3068854245870035e-06,6.83583054755232e-05,0.00011818641709644904,1.0072782157989163e-05,1.7964044244837122e-08
5.3454570491605555e-05,3.6857567607647295e-05,0.0002676474088287821,0.0001088463640163449,2.078314808533028e-06
7.116858833540396e-06,2.219322125243048e-05,0.0002850487455094276,9.475684789613937e-06,4.166244658733946e-05
