0,1,2,3,4
0.0002854390404889884,0.00021301546495160623,0.00014395398056958822,0.00026944409953845764,0.00020917374311243207
0.00017413315038589176,9.25635604566645e-05,0.00014030688908555147,0.00043898327692165764,0.0001364665622194451
0.0003229036107957583,7.348588042090696e-09,8.153517882694167e-05,0.0003622562140176168,0.00027739095005088304
0.00017809541727089256,3.943245125099308e-08,1.8120200231633207e-05,0.0005612371864977132,0.0001477562506028654
0.00032770232217224496,0.00013514896928262563,0.0003323969449557745,0.00018872922926395835,0.00018393307611531287
8.080740269510213e-05,0.0003441219503855499,0.00012780092735314769,0.00030469700695554214,0.00010537656468742196
0.0001803076871213105,9.684200809668584e-05,0.0001301497793574748,0.00019411845039579224,0.00011824673159237038
0.00023217932333669065,3.377153457250063e-05,0.00019809838238835371,0.0005524723261452808,0.00019756941675178342
0.00022702430487953746,0.0001966940336557308,0.00013099019654335992,0.00030199740736320293,8.124176497350681e-05
0.0003860727440898799,0.00022362971517577332,0.00011863487370704552,0.00030619586510014906,9.613782935305702e-06
0.00030153805493098816,0.00023066522906129257,0.0003372734644271611,0.00026509600195901665,0.00013055459972817233
0.00016770173639150786,0.00030150732471242254,0.0004214724704345069,2.5369754675727405e-05,0.00024181531372532178
0.00032924192327660385,6.813393207915211e-05,8.605136201318083e-05,0.00031177723574475684,0.00036376353485588074
0.00013423646853971544,5.433955654146553e-05,0.0002430718103680247,0.00017671893507320522,9.977220596236867e-05
0.00013037321159588082,9.667637760580658e-05,0.00010848051623993045,0.00017466641172542727,0.00013910444137530138
0.0001104616085848793,0.0003082403699806641,2.822511751421786e-05,0.00045859876547387987,0.0002498181396500983
0.00025080278317457435,1.0041218749451979e-05,6.713239425861089e-05,0.0002110752014971355,0.00023967742590815547
0.00041045737556696786,0.00018193020992776984,1.7573126806833567e-05,0.0003867566373189623,3.517613866949378e-07
0.00042292574813923843,4.754691631138412e-06,7.12140670325595e-05,0.0002087774768681454,0.0002533279295200315
0.00016892993142113844,0.00027625067551675274,0.0001295435996776083,0.00044295065109295066,0.00012039489850632029
0.00022092270040122483,0.0002278633000461968,6.172863582229083e-05,0.00039618957210269863,0.00015177328238703887
6.642640807359765e-05,0.00017424941617220796,0.00013356969305729923,0.0001814409909823558,0.00013888073374106966
9.066635505472172e-05,0.00014957563122917843,1.1632207068112382e-05,0.0004950846013151306,0.00014388027613399752
0.00012436765509661528,0.00021526573000194913,7.722757286915803e-05,0.00024091693520288105,8.84973751948615e-05
0.0002624132207317945,0.00013380524472611882,2.698495736232384e-05,7.165497911142009e-05,0.0003388550490707255
0.00014545210447891786,0.00016099307757011492,0.0001629245439072104,0.00013590561001498874,0.0001278869872834026
0.0001485976007369495,1.7516957640994422e-09,9.052052309452152e-05,0.0003494554535734554,0.00016168119340142408
0.0002877740783662757,3.8347086585465013e-14,4.2111067737590975e-06,0.0003200476277154306,5.717419430407526e-07
0.00012542875337119143,1.4191319123456402e-21,7.082162337308804e-07,7.774823584225595e-05,0.00011634966047026386
0.00013579937741616636,7.266080230558842e-08,0.00019739502854929208,0.0001490172667669536,0.00025485001709966407
0.000244339628779024,0.0001459797024552104,1.909554217128127e-05,9.118275236584382e-05,0.00030127307523759926
6.528559150973302e-05,0.0003581910143073949,5.8500164278333896e-05,2.8122746352267918e-05,0.0001461426311503707
0.00022435306390005547,0.00016482228565712888,0.00014683155244768435,9.319505406627939e-05,1.4283587238366917e-05
0.00015868248923335855,0.0002260772090192352,8.864024192672571e-05,0.0003003469806612183,7.118929381563321e-05
0.00016162475255531513,0.00019772579979094064,9.06764147570682e-05,0.00044194097286214115,6.0077546656387814e-05
0.00032690839684358457,4.877537298357257e-05,7.778042046092198e-05,0.000115857857973925,0.00015714843714931853
0.0001083679734980553,3.631931125959877e-08,7.786389947744036e-05,0.0005306554917716485,0.00020918051968145396
0.00029053518731935964,0.00031083082666328297,1.5786311241611952e-05,0.00016771200144222872,0.00018521649647108596
0.00024098056526674814,0.00020367424032359462,0.00019299196072228422,0.00014113937133016492,0.00012891804107796205
0.0001314067581900135,0.00032109161845063393,4.795936629152291e-06,0.00035858599844561375,1.2761259073388887e-11
0.00028111510267654155,7.498697000802959e-05,8.85500878441864e-05,0.0003824211905871209,0.0001739123663735357
0.0003112625384755733,0.0002797935757406994,6.149373485578117e-05,0.00040496586823560084,0.0001567748715661018
0.00037558535926578797,0.0001420735948312921,7.72367590160599e-05,0.0002698580222938599,0.00020160116257767426
0.0002722711356689731,0.00014693071813137634,0.00016446337014518935,0.00030129040810788257,0.0002407664779373648
0.00013763757579365074,0.00014791404382168854,3.4448037004127064e-05,0.00040776507822424694,0.00012020732916498491
0.00015772889943225385,0.0003623598431015217,0.0002773200815769302,0.0002750912579897814,0.00013252516844722338
0.00032128407500575586,0.0001548341241386988,0.00017137139785118607,0.0001477300827636164,0.00010192884542878699
0.0001463029296804075,0.00023962980621345994,9.191773204731374e-05,0.00022981186269493904,0.00011152972907998968
0.0005006781281018126,5.3593467320560396e-05,2.39840111109238e-05,0.00010999895145673438,0.00016956392879709288
0.00016900982555732795,0.00016354832989020512,0.000315024832814697,9.938520360995978e-05,0.00019747524767956272
0.0002457935971272498,0.0002663951395765495,0.0005099951791666103,5.118289886065676e-05,5.5008365217040705e-05
0.00011098798058365021,0.0002850985920648937,0.0003534865558797674,9.09067136048168e-05,9.371739740034895e-05
0.0002097231444499892,0.0001219997854520385,0.0001181889572314896,0.00026714012744215765,1.5326873401142305e-05
0.0003823818307721014,0.00014844810782818266,0.00013536574707524634,0.0003810567161642775,8.368001840251696e-05
0.00018851320777252685,0.00041439939435914053,0.00017057808825161127,0.0001397635862444278,0.0002462310718697925
0.00031001494803467437,0.00011203762421989174,0.0003059597476261742,0.00032087780968709397,0.00015086855957990807
3.672509701262079e-05,0.000141905378215242,0.00023666703023944604,0.000352984891236524,0.00011271354140722425
0.00011808025521665062,0.00015935468814600424,0.0001314772448309873,0.0001699741048444904,0.00019265755188621977
0.00021425578011316485,0.00011173138126048625,0.00012005608476581378,0.00029976553069217994,5.449540907196229e-05
0.0002825135457233686,0.00010488592658103398,0.00021774003288460968,0.00016128364779843219,0.00014788950459591486
0.0003640469276032672,1.5326886212916742e-08,5.7660201687341273e-05,0.00037955601311684856,1.0731493283121968e-06
8.494334245251837e-05,0.0001421049810474311,4.250631251755107e-05,0.00038758333183613154,0.00010814216366015293
8.15833993190624e-05,1.0559126092726277e-06,5.199204445681951e-05,0.00021248478043351524,0.00010258402705238048
0.00011840533709162823,0.00011597087728061743,9.804648070073196e-05,0.0004669325894665821,7.735732323164604e-05
0.00017656474002254095,4.587331128329285e-07,8.919950800279169e-05,0.0003424487497334024,8.707749245523568e-05
0.00033766744394869095,0.00017228607241951313,0.00015397245702782118,0.00014485155150674353,9.631301523785492e-05
0.00010368521862502488,4.907192905036137e-05,7.028796780419564e-05,0.00039422201688325175,0.00023864655421690036
0.00030393305063480006,1.7135017730088595e-05,0.00017410917379183271,0.000245561318195201,0.000246402283163749
0.0004394948695641239,0.0001699411412884828,6.442152099729825e-05,0.00012196393930427397,0.00013610650979027145
0.00022357506924300814,1.7276892978823666e-05,7.667059945779639e-05,0.00034699855227705677,0.00018349474286846022
0.0005902110080793121,0.00013205747782898578,9.654946463959217e-05,4.584035768809733e-05,0.00023006746280859164
0.00010844730019700414,8.76065896817355e-08,5.1723013550852815e-05,0.00046959341402637083,5.4544532332715714e-05
0.00013551826056671938,0.00010293921926593519,3.858079274010834e-05,0.00012401237109662148,0.00024871811967788846
6.451416447470297e-05,0.0003452486800065822,0.00025411785953188706,3.944287120598889e-06,0.00014468520994848842
0.0002146000582415868,8.532438774809657e-05,0.00020596106674233388,0.00012184855654335918,0.0001851408494335443
0.000305422759879359,7.545077342358258e-06,0.00016893240754169953,8.863900361386474e-05,7.961536474227958e-05
0.00030113354185391236,0.00011971677977809664,0.00022904402918251746,0.00010575019433267563,0.00019482163919180503
0.00033809381077570073,0.0004592268718794822,3.237709412796354e-05,0.00017344121808141123,0.00017979811933669922
0.00025648061262272464,2.009591119983317e-05,0.0001906813448975054,7.483747665463578e-05,0.0001781338891141827
0.0003723476068667618,0.00011192587588988392,2.9145330060423918e-05,0.0003100259681015732,0.00027824347554071587
0.0003527499557182388,0.00023843873993090902,0.00036283419182660845,6.472225863324735e-05,0.0003639676401694127
1.1336201739700428e-05,0.0001748302333977493,0.00012366263135671213,0.00028882369111033775,0.00019447438396601806
0.00022406846304726946,0.00016463727273928315,0.0004130412831096646,6.0464959017757916e-05,7.110119944137334e-05
0.00021724562600179516,0.00012808526641413802,0.00016283924754321834,0.00011855757817097995,7.597945097802555e-05
0.00019273997797618507,0.00017388733358357709,0.0001317852442795056,0.0001255498497709782,9.363150429143291e-05
8.596126205665422e-05,0.0002450804595625383,0.00018072305112722104,1.5700333904995544e-05,0.00011101193548009704
0.0001526707738675531,0.00018744407756299822,8.32229852357076e-06,0.0002589515462857261,8.345440819921873e-05
4.741700918230886e-05,4.312484388154146e-07,0.00013672221134935713,0.00020981495715387437,8.322823136498981e-05
0.000261619081862217,9.005208870640016e-06,8.652921686304408e-05,0.00015473118773480667,0.00015955267149944582
0.0001226678829235287,0.0004045892028266473,0.0002911380156939745,0.00040301327386663637,0.00013705763581374318
9.930531807272786e-05,0.00019850397290734214,1.7611070653696403e-05,0.00013087997301550127,4.051131235472888e-05
0.00025138221917486757,0.0004052188125155535,0.0001634343815158903,0.00011931744295836031,0.00010932811013182818
0.00021104849555696667,1.1836698094062484e-09,5.3696835948972054e-05,0.00028301044016273405,0.0003239765431247883
0.00018145072093413313,0.00037248370664281144,3.544456262815494e-05,0.0001409885888845784,0.00022005080438897132
