,0,1,2,3,4
0,0.083947055,1.2850342,0.051946357,0.9600205,0.31675586
1,0.12028225,0.224926,0.0,0.15353926,0.12389035
2,0.046791736,0.11536826,0.13040815,0.14856009,0.1704286
3,0.29335064,0.0,0.06330859,0.025007188,0.0431048
4,0.36800367,0.18496284,0.22798796,0.36597532,0.09141328
5,0.14046994,0.08254801,0.11293018,0.25274932,0.053268682
6,0.12523274,1.0400908,0.084338754,0.9346485,0.16092052
7,0.0,0.29105297,0.0,0.12892486,0.08677466
8,0.16092844,0.1957304,0.027175188,0.15849559,0.13647307
9,0.12403183,0.0,0.111539654,0.0,0.13303263
10,0.0,0.022557914,0.2755193,0.116967216,0.44361892
11,0.15298483,0.12536502,0.33811176,0.35211083,0.17873636
12,0.18821095,0.33159974,0.22165275,0.46008223,0.029931277
13,0.0,0.38338813,0.015096448,0.17470136,0.04473204
14,0.0,0.266131,0.019264027,0.12968388,0.11767794
15,0.0,0.1541737,0.2556421,0.2465844,0.29374143
16,0.113836214,0.0,0.093261,0.0,0.12192799
17,0.0,0.5933015,0.10136005,0.58265007,0.13678111
18,0.32317352,0.26174042,0.23034567,0.4952231,0.0
19,0.17110357,0.24413396,0.027804248,0.24238062,0.14221843
20,0.30653328,0.93948495,0.14925633,0.78591686,0.017768428
21,0.0,0.034975335,0.24615112,0.25522313,0.0908844
22,0.0,1.2630966,0.034740977,0.88635284,0.098546155
23,0.24944939,0.21957019,0.19763675,0.44554895,0.11878267
24,0.14889827,0.1802628,0.28798088,0.35309264,0.06523316
25,0.11423822,0.32776147,0.0,0.24305847,0.020645209
26,0.16025347,0.6463134,0.033546418,0.51296085,0.11736038
27,0.0,0.027688503,0.29712722,0.28695598,0.16503207
28,0.06957375,0.66038054,0.05804286,0.5113106,0.15700187
29,0.34898698,0.0,0.07967809,0.06874885,0.08585443
30,0.26528257,0.4597075,0.092988394,0.37710854,0.13238735
31,0.18725964,0.5345205,0.08863989,0.4715966,0.11100125
32,0.12706944,0.47325778,0.25423187,0.4349625,0.171567
33,0.16953278,0.5037063,0.1944426,0.5218457,0.14090951
34,0.059403833,1.16769,0.05956927,0.8344599,0.1414805
35,0.11393939,0.18616155,0.19669941,0.41904292,0.0
36,0.19022207,0.012727797,0.29523885,0.20946193,0.18342766
37,0.054141585,0.54367274,0.23093498,0.6367779,0.104630336
38,0.30417407,0.85310525,0.24840933,0.91144335,0.0
39,0.1190197,0.39882186,0.20502023,0.46213716,0.15473953
40,0.29170305,0.7911781,0.1056602,0.8896044,0.0
41,0.1281099,1.1953821,0.08747913,0.90756696,0.018054724
42,0.29862982,0.08895324,0.11318918,0.34868526,0.0
43,0.22538196,0.3134142,0.2238847,0.3906084,0.24038175
44,0.0037823431,0.83112395,0.0073377267,0.6679131,0.23153377
45,0.16780731,0.7665194,0.07677056,0.7962195,0.0
