,0,1,2
1897,48.402,34.931,44.0
1898,75.375,56.625,117.0
1899,32.5,23.458,35.0
1900,38.0,33.5,48.0
1901,33.875,20.886,40.0
1902,31.25,26.958,33.0
1903,29.0,17.25,41.0
1904,37.0,29.875,63.0
1905,41.125,34.5,38.0
1906,37.25,41.25,47.0
1907,36.75,26.75,27.0
1908,25.25,16.875,41.0
1909,41.25,29.153,52.0
1910,55.625,36.5,61.0
1911,33.875,31.125,43.0
1912,41.125,27.25,68.0
1913,38.125,27.25,35.0
1914,23.875,16.875,42.0
1915,25.75,22.125,30.0
1916,39.625,28.538999999999998,52.0
1917,33.375,29.75,36.0
1918,30.5,22.208,55.0
1919,47.528,35.722,53.0
1920,36.5,29.25,38.0
1921,26.875,18.333,53.0
1922,35.625,29.625,47.0
1923,39.125,25.718999999999998,54.0
1924,42.375,32.25,54.0
1925,48.513999999999996,45.694,58.0
1926,57.583,44.167,65.0
1927,39.125,28.75,45.0
1928,20.125,15.375,33.0
1929,47.208,31.778,55.0
1930,49.75,30.653,67.0
1931,40.75,32.25,46.0
1932,53.375,36.125,72.0
1933,29.125,23.25,38.0
1934,65.125,46.0,63.0
1935,41.75,36.635999999999996,57.0
1936,47.583,34.417,49.0
1937,52.181,33.152,74.0
1938,52.0,46.25,100.0
1939,35.5,27.5,39.0
1940,41.125,30.5,37.0
1941,34.125,26.5,43.0
1942,58.75,41.5,89.0
1943,67.125,47.625,63.0
1944,45.625,28.5,50.0
1945,41.0,28.458,61.0
1946,63.375,49.0,84.0
1947,40.5,31.875,68.0
1948,39.5,27.625,63.0
1949,59.278,44.722,72.0
1950,44.375,32.625,46.0
1951,52.125,37.875,88.0
1952,38.625,35.0,55.0
1953,59.125,44.0,83.0
1954,44.75,30.636,69.0
1955,40.875,24.375,49.0
1956,51.875,43.0,55.0
1957,37.916,29.625,72.0
1958,45.625,38.625,52.0
1959,27.875,16.916,25.0
1960,52.0,37.166,70.0
1961,40.5,32.903,51.0
1962,72.708,48.167,100.0
1963,51.5,36.666,74.0
1964,76.02799999999999,57.833,100.0
1965,37.736000000000004,29.416,91.0
1966,30.75,22.25,34.0
1967,32.875,22.208,55.0
1968,29.5,14.625,30.0
1969,33.25,27.625,37.0
1970,35.125,23.153,53.0
1971,45.75,30.0,45.0
1972,19.5,9.375,41.0
1973,40.958,24.5,57.0
1974,24.5,22.0,40.0
1975,39.25,26.708,74.0
1976,32.958,29.542,44.0
1977,44.25,30.25,53.0
1978,86.25,57.0,107.0
1979,58.25,30.458,64.0
1980,44.5,36.125,57.0
1981,54.5,39.375,58.0
1982,55.583,41.0,107.0
1983,41.0,31.208,70.0
1984,44.0,29.875,54.0
1985,59.625,41.125,70.0
1986,63.41400000000001,48.08599999999999,69.0
1987,54.25,36.0,63.0
1988,61.625,47.25,79.0
1989,49.75,32.25,36.0
1990,52.222,45.153,57.0
1991,37.125,23.306,45.0
1992,38.5,27.886,42.0
1993,36.625,29.125,47.0
1994,31.528,28.347,51.0
1995,39.403,28.222,42.0
1996,34.25,27.625,36.0
1997,43.625,28.208,55.0
1998,27.875,17.0,32.0
1999,62.778,38.622,72.0
2000,36.0,21.833,37.0
2001,53.875,38.083,56.0
2002,54.625,35.708,55.0
2003,26.125,18.041,46.0
2004,16.75,6.0,19.0
2005,25.125,27.375,45.0
2006,26.625,19.0,46.0
2007,20.958,15.0,22.0
2008,29.5,27.125,31.0
2009,37.75,29.75,43.0
2010,41.458,34.0,40.0
2011,22.875,23.625,24.0
2012,39.625,30.333,35.0
2013,27.5,21.125,35.0
2014,31.957,23.668000000000003,17.0
2015,47.75,27.25,66.0
2016,22.625,23.875,38.0
2017,31.875,27.360999999999997,39.0
2018,31.75,28.125,33.0
2019,33.75,28.624000000000002,46.0
2020,66.25,40.25,65.0
2021,28.111,23.375,25.0
2022,27.75,17.958,42.0
2023,25.986,27.0,38.0
2024,35.25,29.25,42.0
2025,31.625,26.375,35.0
2026,41.0,31.75,66.0
2027,36.625,29.75,70.0
2028,48.75,26.75,52.0
2029,62.125,43.0,118.0
2030,50.75,40.125,78.0
2031,64.0,46.5,72.0
2032,46.0,41.208,60.0
2033,57.5,44.583,63.0
2034,35.875,23.875,41.0
2035,31.0,21.5,40.0
2036,25.75,16.208,38.0
2037,27.5,18.25,36.0
2038,47.625,32.375,49.0
2039,26.0,21.208,38.0
2040,27.75,26.625,64.0
2041,22.625,14.625,37.0
2042,62.5,47.833,78.0
2043,31.125,19.5,42.0
2044,26.125,19.875,50.0
2045,29.75,25.0,35.0
2046,38.0,24.375,42.0
2047,35.5,30.625,51.0
2048,31.25,24.5,38.0
2049,51.75,40.5,58.0
2050,54.528,47.68,63.0
2051,42.625,33.111000000000004,65.0
2052,48.875,34.833,75.0
2053,54.0,42.528,52.0
2054,55.375,38.375,119.0
2055,49.125,35.0,78.0
2056,62.5,35.125,81.0
2057,36.625,22.278,58.0
2058,60.125,37.875,73.0
2059,61.875,61.653,90.0
2060,101.625,73.375,119.0
2061,59.375,33.791,56.0
2062,47.75,42.208,44.0
2063,46.5,34.875,61.0
2064,55.0,38.0,72.0
2065,50.625,40.25,55.0
2066,94.584,60.42700000000001,93.0
2067,73.5,56.885999999999996,86.0
2068,76.25,52.375,84.0
2069,73.861,60.958,95.0
2070,42.5,30.208,67.0
2071,39.25,32.625,72.0
2072,90.375,68.458,97.0
2073,38.5,31.25,40.0
2074,49.125,34.0,58.0
2075,59.125,42.094,60.0
2076,53.625,38.343999999999994,68.0
2077,32.0,22.5,41.0
2078,39.5,25.375,41.0
2079,37.708,31.125,38.0
2080,51.0,36.125,65.0
2081,49.875,29.164,52.0
2082,44.125,32.25,77.0
2083,20.625,15.25,27.0
2084,24.5,19.125,42.0
2085,31.736,25.25,29.0
2086,33.0,22.875,59.0
2087,54.375,38.5,62.0
2088,42.75,25.0,45.0
2089,41.25,32.75,32.0
2090,42.625,26.25,51.0
2091,37.125,27.333,32.0
2092,41.375,29.958,55.0
2093,28.875,22.25,34.0
2094,28.875,22.25,34.0
2095,38.625,33.5,55.0
2096,30.0,21.75,39.0
2097,30.625,19.75,44.0
2098,54.375,34.25,59.0
2099,36.333,29.542,34.0
2100,27.375,15.0,57.0
2101,18.875,13.708,24.0
2102,31.25,27.028,63.0
2103,31.75,25.0,43.0
2104,42.125,30.0,55.0
2105,41.5,28.0,48.0
2106,29.5,22.375,54.0
2107,49.125,42.153,52.0
2108,40.375,36.75,48.0
2109,48.875,48.236,82.0
2110,47.25,26.541,82.0
2111,36.25,29.278,40.0
2112,44.25,40.916,87.0
2113,28.75,27.136,34.0
2114,55.25,41.278,76.0
2115,50.75,35.5,71.0
2116,38.0,27.375,83.0
2117,54.5,38.458,45.0
2118,54.75,28.903,99.0
2119,59.375,50.986000000000004,61.0
2120,59.5,48.333,95.0
2121,41.5,29.75,80.0
2122,31.25,23.790999999999997,51.0
2123,56.5,36.5,57.0
2124,33.625,24.375,48.0
2125,17.5,13.708,37.0
2126,83.125,50.306,106.0
2127,26.0,18.125,48.0
2128,53.0,30.636,78.0
2129,46.5,31.5,55.0
2130,47.125,39.416,49.0
2131,77.375,53.458,83.0
2132,68.25,42.125,73.0
2133,39.125,29.25,56.0
2134,44.625,32.375,67.0
2135,44.5,29.75,64.0
2136,29.194,17.306,34.0
2137,31.875,24.333,31.0
2138,45.25,30.625,58.0
2139,26.75,22.5,39.0
2140,34.25,25.875,44.0
2141,48.125,34.75,55.0
2142,29.597,24.028,61.0
2143,29.75,25.0,43.0
2144,31.375,20.75,31.0
2145,58.375,39.041,67.0
2146,34.833,28.125,50.0
2147,44.125,34.375,56.0
2148,52.75,38.875,55.0
2149,32.875,22.208,49.0
2150,45.875,32.25,77.0
2151,57.958,44.792,61.0
2152,58.5,47.625,74.0
2153,51.0,27.125,82.0
2154,27.875,18.375,33.0
2155,59.958,40.778,60.0
2156,61.833,43.833,104.0
2157,60.625,49.291,90.0
2158,77.25,69.01400000000001,113.0
2159,34.028,22.597,35.0
2160,69.40299999999999,42.222,61.0
2161,56.625,45.875,86.0
2162,36.875,19.5,52.0
2163,60.875,51.916,55.0
2164,43.75,34.375,53.0
2165,48.75,39.5,59.0
2166,35.625,28.333,58.0
2167,32.25,19.375,57.0
2168,53.847,38.778,52.0
2169,60.5,38.556,87.0
2170,59.75,46.75,60.0
2171,33.375,19.583,40.0
2172,31.125,25.5,44.0
2173,31.875,18.5,37.0
2174,43.75,33.028,68.0
2175,23.25,22.5,40.0
2176,24.125,22.386,44.0
2177,20.861,20.875,37.0
2178,31.125,20.375,39.0
2179,32.75,29.375,39.0
2180,42.5,29.25,52.0
2181,42.375,32.385999999999996,54.0
2182,68.333,51.625,67.0
2183,44.375,33.885999999999996,50.0
2184,51.875,41.791,37.0
2185,30.75,30.942,36.0
2186,45.0,39.875,73.0
2187,66.625,50.25,60.0
2188,92.25,66.52799999999999,84.0
2189,69.875,51.218999999999994,72.0
2190,29.75,20.25,52.0
2191,20.625,18.708,29.0
2192,39.0,24.403,62.0
2193,43.375,31.468999999999998,51.0
2194,50.5,26.25,44.0
2195,17.875,10.5,23.0
2196,30.875,23.375,39.0
2197,45.25,29.875,45.0
2198,50.708,42.417,62.0
2199,63.25,53.208,96.0
2200,42.625,29.583,48.0
2201,66.0,42.0,77.0
2202,41.375,33.625,38.0
2203,37.25,29.75,75.0
2204,32.375,25.75,48.0
2205,34.875,33.375,38.0
2206,40.625,29.0,50.0
2207,35.055,36.306,46.0
2208,37.0,34.25,86.0
2209,35.0,28.375,55.0
2210,46.375,35.208,76.0
2211,30.375,16.75,26.0
2212,43.5,34.093999999999994,65.0
2213,17.125,20.75,33.0
2214,22.75,21.75,45.0
2215,21.625,19.375,52.0
2216,43.625,35.0,54.0
2217,40.25,33.903,47.0
2218,37.875,22.125,34.0
2219,35.375,27.903,48.0
2220,51.375,25.333,54.0
2221,47.875,32.153,45.0
2222,28.5,17.25,58.0
2223,27.583,18.667,31.0
2224,41.0,29.511,60.0
2225,54.875,36.0,52.0
2226,66.125,52.875,94.0
2227,35.25,26.528,38.0
2228,42.625,30.625,55.0
2229,62.0,40.5,86.0
2230,60.333,42.153,71.0
2231,55.125,41.083,59.0
2232,46.375,36.528,49.0
2233,70.25,45.083,72.0
2234,33.25,20.625,60.0
2235,35.375,34.125,62.0
2236,52.0,47.375,60.0
2237,51.125,39.625,78.0
2238,48.5,36.333,46.0
2239,39.875,23.375,38.0
2240,52.375,31.375,66.0
2241,52.694,36.306,67.0
2242,65.25,41.958,61.0
2243,44.5,35.375,38.0
2244,43.25,31.125,71.0
2245,30.25,22.375,36.0
2246,50.75,40.5,68.0
2247,34.625,22.083,40.0
2248,20.25,15.653,35.0
2249,29.0,20.261,30.0
2250,37.625,23.375,46.0
2251,68.0,46.653,93.0
2252,72.875,52.677,91.0
2253,50.5,37.25,58.0
2254,36.875,28.75,49.0
2255,44.875,40.625,41.0
2256,28.625,26.875,36.0
2257,42.75,36.653,75.0
2258,54.5,46.375,80.0
2259,47.125,34.25,48.0
2260,41.083,27.208,59.0
2261,44.0,34.125,60.0
2262,40.125,26.083,34.0
2263,40.0,24.458,51.0
2264,36.25,24.5,54.0
2265,49.5,39.028,51.0
2266,34.5,22.0,29.0
2267,74.75,63.969,72.0
2268,46.75,30.486,72.0
2269,36.5,23.25,41.0
2270,36.5,25.583,43.0
2271,25.5,19.25,42.0
2272,43.75,31.875,47.0
2273,117.25,63.011,135.0
2274,77.5,54.778,89.0
2275,85.875,58.927,117.0
2276,91.5,62.041,110.0
2277,80.125,51.083,147.0
2278,86.597,63.903,104.0
2279,79.0,69.75,119.0
2280,51.333,42.208,92.0
2281,106.01400000000001,75.63799999999999,105.0
2282,72.75,44.916,64.0
2283,33.375,25.725,34.0
2284,64.0,41.75,67.0
2285,45.25,42.125,52.0
2286,43.875,31.011,56.0
2287,47.5,38.625,85.0
2288,27.5,20.5,34.0
2289,51.625,43.75,47.0
2290,76.708,54.25,116.0
2291,57.875,42.75,81.0
2292,44.75,28.25,76.0
2293,40.708,39.625,42.0
2294,83.875,60.125,116.0
2295,70.75,48.125,91.0
2296,36.5,28.25,47.0
2297,60.75,46.25,89.0
2298,57.625,54.093999999999994,97.0
2299,100.0,63.708,69.0
2300,75.625,48.25,96.0
2301,75.5,68.15299999999999,109.0
2302,90.0,61.458,110.0
2303,96.625,72.083,99.0
2304,42.75,33.0,74.0
2305,47.0,34.25,55.0
2306,59.5,33.778,53.0
2307,46.75,30.75,53.0
2308,49.25,32.5,62.0
2309,47.0,38.625,56.0
2310,47.0,38.625,56.0
2311,32.0,22.5,69.0
2312,64.47200000000001,47.039,75.0
2313,33.0,23.708,60.0
2314,40.875,33.375,46.0
2315,56.0,40.958,66.0
2316,55.0,51.875,58.0
2317,48.25,32.625,49.0
2318,101.875,80.25,119.0
2319,36.125,23.833,32.0
2320,61.847,46.486,95.0
2321,55.125,39.0,98.0
2322,48.375,33.75,50.0
2323,54.875,41.333,62.0
2324,37.625,26.25,62.0
2325,48.0,35.75,55.0
2326,95.5,82.958,109.0
2327,77.333,56.208,110.0
2328,64.875,52.5,94.0
2329,100.75,68.75,161.0
2330,41.625,30.375,46.0
2331,38.375,25.625,33.0
2332,53.25,28.625,74.0
2333,39.25,43.75,76.0
2334,46.833,56.778,46.0
2335,48.75,47.468999999999994,71.0
2336,41.375,34.875,46.0
2337,51.5,54.125,55.0
2338,52.875,47.375,71.0
2339,31.375,30.75,39.0
2340,46.0,30.5,68.0
2341,48.861000000000004,47.208,54.0
2342,58.875,53.125,83.0
2343,53.0,35.875,65.0
2344,39.375,32.916,33.0
2345,59.5,47.094,69.0
2346,52.625,42.583,59.0
2347,34.75,30.833,47.0
2348,45.625,34.958,36.0
2349,59.25,46.260999999999996,62.0
2350,58.375,51.885999999999996,69.0
2351,59.527,48.306,81.0
2352,49.0,42.403,63.0
2353,51.5,35.583,74.0
2354,41.625,35.708,32.0
2355,54.125,44.125,66.0
2356,52.125,42.5,58.0
2357,41.875,34.375,75.0
2358,54.597,41.903,67.0
2359,37.875,29.375,53.0
2360,37.75,46.875,42.0
2361,44.944,39.056,61.0
2362,42.5,37.010999999999996,62.0
2363,53.125,41.555,43.0
2364,57.5,49.861,68.0
2365,26.25,22.5,46.0
2366,64.5,47.708,74.0
2367,54.375,48.5,52.0
2368,55.375,53.25,68.0
2369,46.625,45.625,64.0
2370,81.25,41.833,79.0
2371,40.222,33.403,44.0
2372,47.25,40.125,41.0
2373,56.625,44.885999999999996,58.0
2374,49.875,39.5,45.0
2375,53.25,46.135999999999996,62.0
2376,38.347,33.403,62.0
2377,70.875,61.011,64.0
2378,57.708,40.417,72.0
2379,47.0,33.875,65.0
2380,66.875,49.0,47.0
2381,45.875,33.385999999999996,53.0
2382,42.75,32.75,45.0
2383,55.125,44.833,72.0
2384,44.25,40.958,61.0
2385,40.5,27.708,44.0
2386,59.125,42.125,59.0
2387,37.75,32.375,38.0
2388,62.722,53.25,72.0
2389,56.0,47.875,68.0
2390,31.0,29.75,53.0
2391,63.0,60.719,60.0
2392,48.125,36.75,69.0
2393,57.75,38.5,57.0
2394,60.5,41.833,55.0
2395,56.875,42.75,56.0
2396,51.069,50.931,58.0
2397,48.75,40.093999999999994,43.0
2398,37.25,38.5,55.0
2399,69.5,49.833,68.0
2400,55.25,45.611,47.0
2401,45.5,31.208,56.0
2402,52.5,44.833,47.0
2403,60.944,48.013999999999996,55.0
2404,48.625,43.058,48.0
2405,49.0,40.25,61.0
2406,89.25,58.778,72.0
2407,53.875,38.0,39.0
2408,58.0,47.25,47.0
2409,48.486,39.875,60.0
2410,62.625,43.125,66.0
2411,54.5,40.372,68.0
2412,60.25,57.375,97.0
2413,53.0,47.958,74.0
2414,75.625,49.375,77.0
2415,75.625,49.375,77.0
2416,52.375,41.875,63.0
2417,46.375,42.522,52.0
2418,48.361,39.25,46.0
2419,41.375,27.75,70.0
2420,52.25,42.5,67.0
2421,58.25,42.541,60.0
2422,43.25,37.875,52.0
2423,36.875,27.75,45.0
2424,46.125,35.75,46.0
2425,58.5,46.247,79.0
2426,37.625,29.083,56.0
2427,49.375,41.041,43.0
2428,67.5,51.625,94.0
2429,54.0,49.833,75.0
2430,49.625,41.375,65.0
2431,56.375,45.278,59.0
2432,62.625,52.403,68.0
2433,58.125,43.708,66.0
2434,40.625,44.083,36.0
2435,53.375,37.375,67.0
2436,63.375,46.125,71.0
2437,57.0,39.0,61.0
2438,45.097,41.653,51.0
2439,60.125,44.875,63.0
2440,37.625,28.458,61.0
2441,75.40299999999999,54.472,79.0
2442,53.0,38.5,51.0
2443,29.625,19.360999999999997,29.0
2444,36.583,25.267,27.0
2445,36.125,33.635999999999996,52.0
2446,45.5,39.041,48.0
2447,52.125,47.861999999999995,51.0
2448,29.0,23.083,45.0
2449,51.028,36.347,49.0
2450,45.75,35.0,49.0
2451,22.0,18.166,34.0
2452,51.875,46.778,59.0
2453,49.458,37.945,56.0
2454,58.625,48.010999999999996,53.0
2455,50.125,38.885999999999996,53.0
2456,56.25,42.5,62.0
2457,48.25,38.5,60.0
2458,51.5,36.875,67.0
2459,51.125,42.5,55.0
2460,40.75,29.511,48.0
2461,40.0,25.736,51.0
2462,32.875,27.125,41.0
2463,60.125,51.25,74.0
2464,33.75,30.5,51.0
2465,44.875,34.375,52.0
2466,51.458,38.375,75.0
2467,58.819,56.931,61.0
2468,56.25,37.833,68.0
2469,39.625,31.625,40.0
2470,36.25,33.260999999999996,32.0
2471,54.375,45.986,87.0
2472,46.25,39.875,48.0
2473,50.375,40.625,59.0
2474,57.75,41.719,52.0
2475,58.75,40.375,47.0
2476,36.0,24.75,32.0
2477,57.5,44.458,60.0
2478,35.125,29.903,47.0
2479,59.332,48.668000000000006,66.0
2480,61.069,53.31699999999999,89.0
2481,41.125,29.0,49.0
2482,40.333,30.292,50.0
2483,44.0,29.75,55.0
2484,44.375,40.75,34.0
2485,59.5,45.5,75.0
2486,54.125,50.75,52.0
2487,56.513,45.123,77.0
2488,56.25,43.5,48.0
2489,47.791,33.833,54.0
2490,46.125,33.125,48.0
2491,32.625,32.681,50.0
2492,41.25,38.458,49.0
2493,70.75,45.25,89.0
2494,47.75,38.569,48.0
2495,59.25,40.375,83.0
2496,51.125,38.260999999999996,55.0
2497,41.625,30.958,51.0
2498,50.125,37.125,52.0
2499,47.25,40.5,44.0
2500,46.875,37.403,44.0
2501,32.125,30.875,78.0
2502,50.25,35.625,65.0
2503,52.125,35.125,51.0
2504,73.375,41.594,70.0
2505,32.25,30.375,39.0
2506,57.375,43.375,52.0
2507,66.333,53.625,77.0
2508,46.208,33.25,38.0
2509,67.125,47.375,75.0
2510,46.694,40.639,51.0
2511,81.875,68.083,135.0
2512,59.0,56.333,94.0
2513,65.208,45.25,59.0
2514,59.0,56.333,94.0
2515,31.5,34.875,33.0
2516,53.903,37.969,66.0
2517,67.875,58.25,93.0
2518,43.5,28.625,55.0
2519,35.75,32.458,45.0
2520,37.5,35.75,70.0
2521,53.25,40.625,51.0
2522,57.125,30.0,57.0
2523,46.0,34.875,65.0
2524,31.375,23.875,39.0
2525,44.0,32.625,66.0
2526,29.75,21.208,29.0
2527,38.375,32.875,59.0
2528,52.375,43.583,69.0
2529,49.5,43.291,63.0
2530,51.375,34.875,56.0
2531,57.75,47.25,67.0
2532,45.25,40.958,49.0
2533,40.625,33.0,59.0
2534,43.625,41.5,60.0
2535,47.958,36.042,73.0
2536,39.25,32.5,54.0
2537,21.25,22.375,33.0
2538,50.5,38.260999999999996,58.0
2539,56.625,46.635999999999996,65.0
2540,58.25,34.125,74.0
2541,45.875,30.0,52.0
2542,45.0,35.556,70.0
2543,64.625,50.218999999999994,67.0
2544,44.125,43.25,58.0
2545,57.875,45.375,68.0
2546,48.625,39.75,44.0
2547,67.125,46.5,63.0
2548,30.847,21.028,27.0
2549,57.125,37.968999999999994,67.0
2550,36.0,22.375,47.0
2551,49.125,34.736,46.0
2552,61.375,41.75,60.0
2553,67.958,51.75,72.0
2554,59.875,39.208,44.0
2555,52.75,45.75,75.0
2556,54.625,42.528,81.0
2557,59.5,47.333,55.0
2558,67.0,47.625,76.0
2559,66.5,44.375,53.0
2560,64.25,42.5,54.0
2561,59.0,55.486,88.0
2562,39.0,25.125,41.0
2563,37.125,29.028,43.0
2564,51.0,40.583,58.0
2565,64.194,41.181,58.0
2566,22.0,15.125,28.0
2567,54.875,43.623999999999995,38.0
2568,48.666,30.542,43.0
2569,47.0,35.541,52.0
2570,47.25,40.375,62.0
2571,52.125,35.333,44.0
2572,43.75,33.25,32.0
2573,43.375,33.875,57.0
2574,36.5,30.111,35.0
2575,35.5,27.306,26.0
2576,44.875,34.0,37.0
2577,24.125,22.5,34.0
2578,56.875,40.583,41.0
2579,44.819,31.264,50.0
2580,44.375,37.333,68.0
2581,58.5,40.125,64.0
2582,41.375,34.237,43.0
2583,67.875,40.986000000000004,44.0
2584,32.625,27.625,56.0
2585,49.875,35.708,53.0
2586,26.375,26.125,23.0
2587,52.875,41.75,71.0
2588,55.0,44.0,56.0
2589,46.625,33.0,34.0
2590,52.125,35.302,46.0
2591,62.125,43.625,84.0
2592,53.5,39.375,80.0
2593,46.0,30.875,45.0
2594,56.625,44.75,69.0
2595,47.625,40.666,41.0
2596,55.625,39.25,57.0
2597,45.833,37.875,41.0
2598,56.125,41.625,65.0
2599,53.041,49.417,51.0
2600,37.75,33.875,46.0
2601,60.875,44.5,56.0
2602,42.5,37.375,59.0
2603,57.111,44.263999999999996,50.0
2604,48.0,34.468999999999994,64.0
2605,38.25,30.708,43.0
2606,54.375,54.875,44.0
2607,50.0,39.333,48.0
2608,48.069,35.931,51.0
2609,41.625,34.125,47.0
2610,37.625,23.25,39.0
2611,70.5,46.375,82.0
2612,42.625,31.125,34.0
2613,50.875,40.0,95.0
2614,39.125,21.958,48.0
2615,51.625,41.5,58.0
2616,58.625,39.875,60.0
2617,57.75,43.25,66.0
2618,43.25,30.875,51.0
2619,38.681,29.069000000000003,67.0
2620,43.375,39.0,61.0
2621,44.458,28.75,53.0
2622,42.75,33.125,45.0
2623,54.625,46.843999999999994,51.0
2624,54.875,38.25,61.0
2625,63.625,54.027,67.0
2626,47.125,32.625,44.0
2627,59.208,53.917,58.0
2628,54.75,45.5,52.0
2629,52.875,44.875,68.0
2630,56.763000000000005,45.237,70.0
2631,33.625,37.75,45.0
2632,50.75,34.625,63.0
2633,43.125,29.772,52.0
2634,40.75,32.260999999999996,47.0
2635,77.375,47.333,65.0
2636,53.375,43.819,52.0
2637,50.25,38.5,58.0
2638,53.5,42.625,81.0
2639,48.5,35.75,48.0
2640,46.375,28.375,49.0
2641,50.958,37.583,92.0
2642,36.0,23.375,61.0
2643,37.625,30.25,42.0
2644,50.708,39.25,64.0
2645,51.0,36.261,66.0
2646,47.847,37.403,52.0
2647,54.875,43.875,56.0
2648,51.0,40.208,54.0
2649,57.0,48.375,79.0
2650,49.375,40.125,74.0
2651,59.75,53.1,81.0
2652,52.875,36.010999999999996,51.0
2653,53.25,36.791,57.0
2654,46.375,39.125,82.0
2655,52.125,26.75,74.0
2656,42.0,36.875,59.0
2657,42.875,27.375,49.0
2658,48.5,42.375,48.0
2659,53.25,37.125,65.0
2660,39.875,36.333,70.0
2661,51.486000000000004,37.5,64.0
2662,46.625,44.375,61.0
2663,60.125,37.0,69.0
2664,68.125,50.135999999999996,64.0
2665,79.0,51.903,88.0
2666,47.25,43.75,77.0
2667,56.625,46.625,77.0
2668,62.375,46.583,55.0
2669,40.111000000000004,32.166,59.0
2670,48.0,36.416,52.0
2671,42.75,30.25,65.0
2672,59.5,47.306,87.0
2673,44.153,40.847,47.0
2674,49.25,34.25,61.0
2675,46.125,31.625,51.0
2676,48.25,33.0,52.0
2677,69.625,54.5,68.0
2678,57.222,46.278,63.0
2679,69.5,46.1,70.0
2680,38.5,25.875,37.0
2681,50.75,45.208,46.0
2682,54.861000000000004,38.5,78.0
2683,49.875,35.875,64.0
2684,50.25,36.708,43.0
2685,37.875,31.299999999999997,54.0
2686,50.75,40.375,79.0
2687,36.736000000000004,26.0,44.0
2688,63.625,38.375,63.0
2689,47.5,31.968999999999998,44.0
2690,46.125,41.125,45.0
2691,55.0,37.153,46.0
2692,54.875,35.083,67.0
2693,41.375,37.0,49.0
2694,43.5,23.278,31.0
2695,35.0,22.636,32.0
2696,42.25,35.25,61.0
2697,49.5,40.903,59.0
2698,63.75,48.0,79.0
2699,36.75,30.583,54.0
2700,60.5,43.125,71.0
2701,49.625,38.375,45.0
2702,64.375,46.833,64.0
2703,46.25,38.903,63.0
2704,62.361,57.625,49.0
2705,59.25,37.083,85.0
2706,71.25,55.333,57.0
2707,33.625,30.681,39.0
2708,62.5,39.583,95.0
2709,50.875,32.375,86.0
2710,54.375,39.333,65.0
2711,55.0,44.083,68.0
2712,31.25,24.875,42.0
2713,46.25,47.5,63.0
2714,48.5,34.875,35.0
2715,54.75,34.5,63.0
2716,48.125,36.375,36.0
2717,58.958,38.792,78.0
2718,63.403,57.68,69.0
2719,66.5,43.375,66.0
2720,66.48599999999999,48.125,73.0
2721,55.458,40.083,69.0
2722,48.375,40.75,37.0
2723,59.0,37.375,50.0
2724,47.25,29.927,40.0
2725,52.875,38.5,59.0
2726,64.0,38.986,66.0
2727,48.0,45.375,41.0
2728,58.625,44.208,70.0
2729,51.5,36.25,48.0
2730,60.375,45.375,65.0
2731,53.0,39.375,44.0
2732,55.0,49.0,71.0
2733,29.75,21.875,31.0
2734,29.25,27.25,36.0
2735,32.75,35.25,58.0
2736,33.25,26.75,40.0
2737,34.347,25.653,31.0
2738,27.625,26.778,29.0
2739,40.125,28.5,43.0
2740,75.75,57.375,70.0
2741,43.75,32.125,45.0
2742,53.375,33.75,64.0
2743,53.125,47.635999999999996,47.0
2744,48.125,37.0,39.0
2745,36.208,31.636,50.0
2746,50.5,40.75,58.0
2747,63.625,44.375,56.0
2748,53.375,35.125,71.0
2749,35.25,28.625,42.0
2750,57.0,44.375,57.0
2751,38.375,34.625,34.0
2752,44.125,33.75,56.0
2753,48.75,38.0,46.0
2754,47.5,39.0,67.0
2755,53.875,38.0,75.0
2756,66.625,48.375,55.0
2757,55.806,47.069,69.0
2758,38.0,29.625,63.0
2759,62.875,45.625,71.0
2760,56.847,46.778,53.0
2761,34.986000000000004,28.875,51.0
2762,56.875,39.083,83.0
2763,29.875,19.833,32.0
2764,51.125,45.261,48.0
2765,52.125,42.636,52.0
2766,46.25,43.306,39.0
2767,52.972,45.278,65.0
2768,40.875,32.403,43.0
2769,56.208,37.542,54.0
2770,44.75,31.0,60.0
2771,28.125,19.333,37.0
2772,44.903,29.972,51.0
2773,68.25,51.458,75.0
2774,59.25,37.083,61.0
2775,46.875,31.539,51.0
2776,53.333,40.75,46.0
2777,37.625,35.0,28.0
2778,65.25,54.218999999999994,67.0
2779,55.5,39.719,50.0
2780,40.375,36.875,49.0
2781,55.75,38.125,67.0
2782,43.75,31.5,52.0
2783,49.625,38.0,65.0
2784,40.875,28.0,39.0
2785,46.833,38.833,52.0
2786,49.75,39.125,51.0
2787,60.375,46.75,48.0
2788,54.5,34.458,57.0
2789,47.5,35.125,46.0
2790,44.125,30.375,57.0
2791,57.875,38.708,53.0
2792,56.5,40.385999999999996,38.0
2793,54.444,33.763999999999996,59.0
2794,52.75,34.5,72.0
2795,62.0,43.125,63.0
2796,65.375,44.375,71.0
2797,52.75,50.375,48.0
2798,36.625,27.625,47.0
2799,54.625,33.375,52.0
2800,57.625,52.125,68.0
2801,43.125,39.458,42.0
2802,56.653,36.93,51.0
2803,52.125,42.333999999999996,57.0
2804,52.333,30.625,59.0
2805,60.25,53.5,74.0
2806,64.375,42.278,69.0
2807,35.375,26.75,49.0
2808,59.375,37.468999999999994,61.0
