,0,1,2
988,67.0,57.25,72.0
989,15.0,11.0,21.0
990,19.375,16.75,19.0
991,27.5,21.666,37.0
992,17.375,12.625,14.0
993,12.375,12.125,12.0
994,16.5,12.528,12.0
995,15.0,8.0,16.0
996,20.625,11.625,24.0
997,9.125,8.125,14.0
998,44.75,30.718999999999998,59.0
999,25.25,21.5,32.0
1000,31.0,25.725,41.0
1001,25.125,19.386,35.0
1002,30.25,23.875,25.0
1003,23.028,12.472,29.0
1004,35.0,20.125,43.0
1005,33.0,18.0,28.0
1006,59.931,38.944,36.0
1007,19.25,17.0,17.0
1008,12.125,6.125,20.0
1009,31.875,20.458,42.0
1010,84.875,54.333,79.0
1011,12.5,12.875,20.0
1012,35.75,20.5,42.0
1013,36.75,30.75,55.0
1014,48.875,37.760999999999996,72.0
1015,67.0,56.885999999999996,78.0
1016,69.375,44.5,89.0
1017,75.556,54.222,114.0
1018,78.25,56.125,92.0
1019,59.375,50.522,64.0
1020,32.75,26.5,32.0
1021,21.375,14.5,25.0
1022,17.875,9.375,33.0
1023,53.5,36.75,76.0
1024,62.375,44.375,66.0
1025,40.875,29.958,40.0
1026,39.083,32.333,66.0
1027,44.958,40.292,45.0
1028,43.75,40.958,40.0
1029,49.028,43.972,80.0
1030,53.625,46.528,76.0
1031,36.208,39.208,52.0
1032,45.4,39.85,65.0
1033,33.375,26.583,35.0
1034,27.125,29.375,37.0
1035,23.375,23.125,50.0
1036,43.833,42.875,82.0
1037,50.75,43.125,83.0
1038,35.431,26.569000000000003,61.0
1039,51.375,42.333,55.0
1040,36.306,27.777,48.0
1041,53.5,46.0,56.0
1042,55.875,44.125,64.0
1043,44.375,39.958,42.0
1044,52.5,48.25,62.0
1045,59.958,44.333,52.0
1046,30.75,29.25,51.0
1047,44.75,42.083,63.0
1048,29.375,28.25,35.0
1049,37.625,38.778,40.0
1050,73.125,59.78999999999999,76.0
1051,27.5,27.875,39.0
1052,28.625,22.125,43.0
1053,34.625,28.625,49.0
1054,51.875,37.333,66.0
1055,32.847,28.278,34.0
1056,58.625,45.375,75.0
1057,36.25,35.25,50.0
1058,64.25,63.125,49.0
1059,75.375,59.931,85.0
1060,43.875,45.278,64.0
1061,55.861000000000004,38.125,51.0
1062,46.875,34.041,71.0
1063,35.375,27.375,62.0
1064,38.597,32.778,36.0
1065,34.9,30.503,45.0
1066,37.75,33.75,38.0
1067,39.375,31.75,49.0
1068,48.611000000000004,42.375,52.0
1069,45.68,39.445,57.0
1070,45.75,40.875,49.0
1071,47.0,29.0,48.0
1072,52.125,44.875,96.0
1073,46.25,47.25,69.0
1074,43.125,33.083,57.0
1075,46.5,35.875,56.0
1076,43.125,30.25,45.0
1077,55.875,39.736,69.0
1078,45.75,40.53,67.0
1079,35.486000000000004,33.291,32.0
1080,43.75,38.666,51.0
1081,43.75,37.125,53.0
1082,35.0,26.625,35.0
1083,39.972,34.528,27.0
1084,49.875,47.083,72.0
1085,49.875,47.278,48.0
1086,76.25,58.125,76.0
1087,61.916000000000004,52.333999999999996,74.0
1088,47.486,38.583,73.0
1089,50.875,37.208,55.0
1090,42.25,34.218999999999994,32.0
1091,57.0,48.25,57.0
1092,77.5,59.778,106.0
1093,49.5,40.375,48.0
1094,53.375,38.75,47.0
1095,36.125,22.931,47.0
1096,46.125,44.75,50.0
1097,51.25,48.25,51.0
1098,29.125,18.375,36.0
1099,46.486,35.775,57.0
1100,41.775,35.069,51.0
1101,41.5,41.75,66.0
1102,43.208,35.5,30.0
1103,48.275,42.725,73.0
1104,43.722,37.028,60.0
1105,46.93,35.57,51.0
1106,40.0,31.0,49.0
1107,42.375,27.5,43.0
1108,66.666,57.24999999999999,88.0
1109,49.625,32.75,67.0
1110,40.0,31.958,47.0
1111,32.375,26.778,52.0
1112,38.458,35.861,51.0
1113,46.25,35.958,67.0
1114,42.0,35.5,43.0
1115,50.25,38.0,62.0
1116,45.375,43.125,51.0
1117,48.125,45.875,76.0
1118,25.861,17.75,35.0
1119,46.375,43.125,50.0
1120,42.5,34.25,56.0
1121,25.25,20.278,29.0
1122,36.125,30.958,56.0
1123,39.5,30.25,32.0
1124,57.75,48.5,72.0
1125,73.875,67.0,74.0
1126,50.25,41.5,46.0
1127,49.625,44.083,50.0
1128,29.5,34.153,31.0
1129,48.625,39.958,68.0
1130,61.625,47.0,86.0
1131,44.486000000000004,34.375,38.0
1132,39.625,37.625,43.0
1133,26.75,18.375,32.0
1134,49.611000000000004,36.375,50.0
1135,52.25,36.861,61.0
1136,49.875,34.375,36.0
1137,25.625,20.375,25.0
1138,32.75,37.375,46.0
1139,36.125,26.583,64.0
1140,52.458,49.583,71.0
1141,49.958,39.083,66.0
1142,40.361000000000004,35.5,62.0
1143,56.875,46.625,68.0
1144,40.5,42.010999999999996,62.0
1145,60.111000000000004,51.75,95.0
1146,54.403,53.75,93.0
1147,45.875,32.5,36.0
1148,55.875,36.25,71.0
1149,51.5,39.583,58.0
1150,48.125,37.25,45.0
1151,33.0,30.25,36.0
1152,45.0,38.25,51.0
1153,31.25,29.25,45.0
1154,39.125,30.25,53.0
1155,33.625,31.625,51.0
1156,57.625,47.028,56.0
1157,29.444,30.417,36.0
1158,33.0,27.25,50.0
1159,41.625,37.25,58.0
1160,28.5,22.5,35.0
1161,38.625,32.583,38.0
1162,79.23599999999999,62.833,80.0
1163,32.625,35.708,46.0
1164,28.694,28.306,31.0
1165,42.055,33.705,59.0
1166,59.236,39.875,78.0
1167,59.5,53.875,68.0
1168,79.375,61.153,102.0
1169,40.625,25.0,61.0
1170,72.625,64.875,79.0
1171,53.75,43.041,90.0
1172,58.5,42.083,54.0
1173,50.75,41.236,63.0
1174,74.75,62.37200000000001,89.0
1175,47.375,38.75,44.0
1176,61.0,51.083,67.0
1177,46.5,40.875,63.0
1178,76.0,60.375,108.0
1179,43.75,38.333,64.0
1180,72.5,40.082,63.0
1181,30.375,23.833,46.0
1182,51.847,44.538999999999994,52.0
1183,44.819,40.431,51.0
1184,38.625,28.208,45.0
1185,48.125,36.875,67.0
1186,52.25,43.375,53.0
1187,45.875,39.5,69.0
1188,39.125,29.0,58.0
1189,37.75,33.375,46.0
1190,26.75,22.625,37.0
1191,43.125,37.875,54.0
1192,42.75,27.0,47.0
1193,37.5,33.125,58.0
1194,17.75,18.153,24.0
1195,26.875,25.75,32.0
1196,49.111000000000004,44.708,58.0
1197,42.625,39.375,42.0
1198,19.125,14.011,25.0
1199,35.375,23.708,62.0
1200,32.028,25.733,44.0
1201,46.875,39.666,54.0
1202,37.75,30.75,29.0
1203,36.875,29.5,63.0
1204,34.208,32.625,58.0
1205,56.0,39.75,75.0
1206,39.5,36.636,53.0
1207,30.875,27.25,40.0
1208,50.125,37.958,63.0
1209,48.0,40.153,69.0
1210,64.583,58.125,119.0
1211,40.125,31.653,64.0
1212,51.75,49.583,60.0
1213,48.125,30.125,53.0
1214,43.486000000000004,34.125,51.0
1215,48.097,35.903,56.0
1216,41.5,29.75,66.0
1217,23.375,17.25,39.0
1218,37.625,21.0,29.0
1219,50.875,42.385999999999996,45.0
1220,31.0,26.25,39.0
1221,39.0,33.25,42.0
1222,54.125,52.75,77.0
1223,38.75,25.5,55.0
1224,27.125,22.375,33.0
1225,71.0,58.0,65.0
1226,62.583,54.875,59.0
1227,77.875,63.5,78.0
1228,52.0,40.5,68.0
1229,49.375,48.75,78.0
1230,37.25,32.236,62.0
1231,23.5,21.75,46.0
1232,39.0,32.875,45.0
1233,36.875,32.5,55.0
1234,37.5,32.625,35.0
1235,20.375,15.583,18.0
1236,33.625,31.875,24.0
1237,42.375,31.25,73.0
1238,34.75,24.625,35.0
1239,38.125,25.5,39.0
1240,33.125,24.375,38.0
1241,17.0,17.011,27.0
1242,36.0,28.653,40.0
1243,44.0,40.25,47.0
1244,52.0,38.760999999999996,59.0
1245,45.5,33.875,50.0
1246,61.388999999999996,46.347,61.0
1247,53.625,46.125,64.0
1248,45.222,32.778,67.0
1249,51.0,40.125,54.0
1250,43.625,35.125,68.0
1251,50.375,46.343999999999994,63.0
1252,52.972,44.664,51.0
1253,37.611000000000004,25.25,21.0
1254,43.75,42.5,59.0
1255,66.5,48.25,74.0
1256,31.486,25.5,62.0
1257,47.125,38.5,60.0
1258,47.875,40.403,60.0
1259,56.25,44.125,66.0
1260,46.875,42.25,79.0
1261,32.347,23.235999999999997,52.0
1262,53.208,48.542,81.0
1263,66.625,42.0,74.0
1264,55.736000000000004,54.75,55.0
1265,40.0,37.5,43.0
1266,55.0,38.0,55.0
1267,57.625,41.25,62.0
1268,30.375,25.125,40.0
1269,32.875,31.125,39.0
1270,32.375,25.0,44.0
1271,22.528,14.847,31.0
1272,40.0,33.375,43.0
1273,45.125,33.75,45.0
1274,44.75,34.635999999999996,54.0
1275,103.23599999999999,85.625,109.0
1276,50.0,41.511,59.0
1277,47.25,37.833,41.0
1278,58.25,53.028,87.0
1279,48.75,46.511,56.0
1280,58.625,51.875,76.0
1281,45.208,37.667,44.0
1282,51.375,41.875,47.0
1283,61.0,43.0,91.0
1284,47.875,37.260999999999996,75.0
1285,44.5,37.653,48.0
1286,55.875,40.528,55.0
1287,48.75,33.5,41.0
1288,29.5,26.125,53.0
1289,45.125,38.903,76.0
1290,60.361,46.972,79.0
1291,47.75,40.25,51.0
1292,54.861,43.875,71.0
1293,41.0,36.5,45.0
1294,58.208,42.5,68.0
1295,52.5,40.760999999999996,69.0
1296,70.875,54.083,89.0
1297,67.75,51.25,82.0
1298,69.75,53.010999999999996,91.0
1299,54.25,40.25,82.0
1300,42.125,33.986,41.0
1301,58.625,42.375,66.0
1302,46.125,37.958,34.0
1303,45.625,38.125,75.0
1304,46.0,45.75,47.0
1305,45.25,35.333,42.0
1306,47.0,35.708,57.0
1307,46.625,30.290999999999997,49.0
1308,49.375,44.75,61.0
1309,95.06899999999999,78.417,108.0
1310,35.375,34.635999999999996,40.0
1311,56.75,51.458,75.0
1312,65.625,53.986,64.0
1313,41.458,34.667,56.0
1314,40.486,28.125,43.0
1315,28.125,22.875,21.0
1316,24.0,15.875,21.0
1317,35.306,23.194000000000003,51.0
1318,24.75,20.0,26.0
1319,42.875,32.125,35.0
1320,24.875,20.458,24.0
1321,18.0,15.886,36.0
1322,42.625,34.306,63.0
1323,33.375,34.75,40.0
1324,48.875,44.903,51.0
1325,39.5,26.75,51.0
1326,56.75,44.361999999999995,71.0
1327,44.25,28.583,70.0
1328,68.125,54.958,63.0
1329,53.0,39.903,59.0
1330,41.75,34.0,49.0
1331,43.875,35.25,47.0
1332,36.375,32.625,67.0
1333,47.236000000000004,36.75,52.0
1334,45.25,34.5,44.0
1335,70.375,55.041,75.0
1336,41.75,36.875,65.0
1337,54.5,42.153,68.0
1338,46.75,41.5,84.0
1339,49.708,46.028,77.0
1340,49.875,38.5,57.0
1341,39.528,35.972,60.0
1342,56.625,47.958,85.0
1343,60.5,40.593999999999994,84.0
1344,45.75,36.25,48.0
1345,66.333,49.791,82.0
1346,32.875,26.125,40.0
1347,43.75,39.248999999999995,62.0
1348,39.625,35.75,56.0
1349,32.75,25.636,55.0
1350,31.625,24.875,26.0
1351,49.875,33.625,68.0
1352,46.0,32.458,76.0
1353,36.125,27.625,55.0
1354,44.653,36.097,67.0
1355,26.958,28.75,31.0
1356,55.0,49.583,52.0
1357,42.375,28.0,51.0
1358,31.708,29.875,29.0
1359,43.375,35.625,53.0
1360,38.111000000000004,31.083,51.0
1361,35.5,30.625,48.0
1362,42.875,38.458,77.0
1363,62.0,47.343999999999994,50.0
1364,47.75,41.458,50.0
1365,41.75,38.375,94.0
1366,27.75,17.0,25.0
1367,37.125,29.625,52.0
1368,50.125,43.708,48.0
1369,31.125,23.75,29.0
1370,33.25,23.375,69.0
1371,36.875,30.5,32.0
1372,44.472,35.403,72.0
1373,74.875,58.708,77.0
1374,70.111,51.125,70.0
1375,48.125,38.541,40.0
1376,55.25,46.95499999999999,68.0
1377,42.625,30.278,67.0
1378,33.75,36.583,66.0
1379,40.375,29.278,28.0
1380,26.0,17.75,35.0
1381,39.694,30.181,56.0
1382,35.25,29.375,43.0
1383,34.0,23.25,42.0
1384,21.5,19.653,28.0
1385,32.375,18.125,35.0
1386,29.125,21.333,50.0
1387,37.125,37.875,36.0
1388,39.347,34.278,56.0
1389,63.5,53.375,68.0
1390,53.0,34.75,63.0
1391,41.625,36.375,40.0
1392,50.0,35.25,62.0
1393,53.083,42.25,67.0
1394,53.875,49.208,69.0
1395,53.583,38.583,63.0
1396,31.875,27.333,46.0
1397,56.5,56.636,70.0
1398,34.625,30.028,51.0
1399,50.0,45.5,61.0
1400,55.375,45.875,55.0
1401,55.25,47.458,71.0
1402,49.486,35.125,57.0
1403,52.625,39.0,66.0
1404,47.25,34.875,57.0
1405,63.375,44.958,74.0
1406,58.75,44.333,69.0
1407,59.75,42.083,73.0
1408,81.75,72.375,98.0
1409,55.069,41.013999999999996,64.0
1410,30.625,19.5,50.0
1411,62.375,43.375,116.0
1412,45.25,40.5,52.0
1413,30.375,26.375,50.0
1414,31.375,25.375,32.0
1415,48.25,43.153,63.0
1416,38.875,29.375,31.0
1417,49.125,43.028,44.0
1418,55.75,37.25,45.0
1419,35.375,27.0,43.0
1420,28.375,27.958,49.0
1421,49.25,36.458,73.0
1422,50.208,44.875,60.0
1423,42.375,30.125,56.0
1424,36.0,21.458,53.0
1425,48.875,44.5,53.0
1426,33.875,28.886,49.0
1427,43.875,38.153,52.0
1428,35.125,30.75,40.0
1429,37.375,27.125,49.0
1430,37.5,31.583,46.0
1431,43.125,29.958,30.0
1432,78.75,68.75,100.0
1433,47.625,37.375,50.0
1434,41.5,33.583,74.0
1435,35.75,33.458,42.0
1436,46.0,38.375,52.0
1437,30.375,28.375,41.0
1438,31.5,29.165999999999997,36.0
1439,33.125,33.125,57.0
1440,55.236,44.375,64.0
1441,55.875,38.833,61.0
1442,44.625,44.0,47.0
1443,48.125,43.903,66.0
1444,38.875,28.708,39.0
1445,56.0,37.458,66.0
1446,54.153,50.472,69.0
1447,59.861000000000004,45.333,61.0
1448,53.625,41.041,72.0
1449,53.375,36.5,56.0
1450,46.75,26.011,40.0
1451,39.75,24.708,47.0
1452,37.125,31.125,60.0
1453,15.875,15.75,36.0
1454,15.375,10.625,26.0
1455,50.125,29.375,41.0
1456,42.25,33.583,74.0
1457,55.5,42.0,66.0
1458,51.125,38.375,57.0
1459,45.125,34.708,53.0
1460,34.375,27.708,36.0
1461,60.208,50.125,86.0
1462,71.36099999999999,47.625,83.0
1463,77.416,60.875,99.0
1464,55.125,51.625,58.0
1465,51.625,43.278,92.0
1466,45.75,36.111,59.0
1467,52.375,26.625,54.0
1468,52.625,37.875,80.0
1469,50.375,45.625,54.0
1470,49.819,33.513999999999996,63.0
1471,69.625,55.903,75.0
1472,32.875,31.528,41.0
1473,28.625,26.833,38.0
1474,78.27799999999999,53.513,77.0
1475,57.125,47.083,79.0
1476,59.25,43.528,82.0
1477,32.875,27.375,38.0
1478,49.375,45.125,48.0
1479,43.0,40.875,51.0
1480,48.375,34.916,58.0
1481,37.125,28.375,44.0
1482,69.0,68.708,75.0
1483,47.0,40.0,49.0
1484,123.583,102.75,140.0
1485,47.25,33.25,67.0
1486,42.0,27.333,39.0
1487,56.125,39.208,55.0
1488,78.25,64.666,111.0
1489,53.75,58.511,58.0
1490,50.5,38.0,59.0
1491,21.75,17.25,34.0
1492,58.75,43.75,59.0
1493,32.75,28.125,32.0
1494,32.861000000000004,32.153,61.0
1495,48.5,34.791,46.0
1496,40.75,28.125,56.0
1497,23.25,19.625,31.0
1498,32.347,20.778,47.0
1499,48.125,37.333,47.0
1500,36.611000000000004,28.25,34.0
1501,41.375,29.75,40.0
1502,30.75,25.291,26.0
1503,45.75,40.635999999999996,51.0
1504,26.5,23.125,43.0
1505,33.75,22.25,47.0
1506,28.125,21.75,38.0
1507,26.25,17.75,43.0
1508,42.125,29.625,76.0
1509,38.0,33.5,44.0
1510,44.0,37.625,54.0
1511,27.875,19.958,31.0
1512,42.0,31.75,53.0
1513,41.625,35.125,55.0
1514,37.5,27.583,32.0
1515,45.375,41.125,59.0
1516,31.0,28.75,40.0
1517,38.0,29.25,44.0
1518,29.5,25.875,30.0
1519,38.875,31.125,22.0
1520,54.5,40.583,82.0
1521,50.25,41.125,97.0
1522,32.625,15.75,32.0
1523,48.125,38.875,42.0
1524,57.75,41.125,89.0
1525,61.25,51.903,75.0
1526,29.25,25.0,60.0
1527,54.193999999999996,52.125,72.0
1528,46.875,40.208,70.0
1529,26.625,23.75,56.0
1530,66.75,51.708,55.0
1531,40.583,42.375,58.0
1532,47.375,32.0,44.0
1533,51.25,36.875,87.0
1534,45.5,33.375,36.0
1535,51.25,40.125,47.0
1536,42.125,27.625,79.0
1537,56.25,39.875,76.0
1538,51.5,35.625,59.0
1539,48.375,36.875,54.0
1540,49.625,32.125,53.0
1541,52.653,31.43,24.0
1542,51.75,33.458,66.0
1543,33.472,34.403,44.0
1544,46.986000000000004,43.083,43.0
1545,45.0,34.5,53.0
1546,40.75,31.403,67.0
1547,32.25,25.875,30.0
1548,53.025,43.6,71.0
1549,59.302,55.198,73.0
1550,44.625,47.653,58.0
1551,22.625,20.375,28.0
1552,41.0,27.75,45.0
1553,53.0,37.385999999999996,71.0
1554,64.625,57.125,70.0
1555,43.333,29.875,47.0
1556,51.0,34.5,55.0
1557,44.875,36.708,45.0
1558,78.375,48.261,83.0
1559,35.875,28.5,40.0
1560,65.875,60.403,65.0
1561,47.5,37.153,55.0
1562,77.25,61.083,73.0
1563,45.388999999999996,40.347,57.0
1564,60.528,44.972,65.0
1565,43.625,39.386,68.0
1566,50.875,33.25,54.0
1567,54.875,41.125,70.0
1568,63.958,45.833,78.0
1569,53.0,49.625,80.0
1570,41.75,27.375,48.0
1571,29.875,22.625,32.0
1572,43.25,32.25,62.0
1573,51.125,36.625,55.0
1574,66.125,42.875,108.0
1575,51.125,35.0,48.0
1576,46.138999999999996,35.472,50.0
1577,48.625,37.916,48.0
1578,29.5,24.625,59.0
1579,41.5,41.083,48.0
1580,48.75,36.760999999999996,51.0
1581,91.75,76.708,129.0
1582,41.875,37.75,64.0
1583,53.0,36.375,64.0
1584,46.0,41.593999999999994,37.0
1585,36.625,28.958,47.0
1586,56.5,32.957,41.0
1587,58.875,46.458,61.0
1588,43.722,42.028,57.0
1589,30.25,26.5,29.0
1590,28.625,20.125,39.0
1591,54.875,41.375,40.0
1592,42.611000000000004,38.0,54.0
1593,55.25,42.375,53.0
1594,83.625,65.40299999999999,79.0
1595,41.653,27.93,45.0
1596,53.111,44.385999999999996,62.0
1597,34.125,35.125,48.0
1598,27.25,17.511,28.0
1599,36.375,27.0,31.0
1600,36.333,26.25,30.0
1601,23.5,18.375,30.0
1602,39.5,42.0,52.0
1603,29.125,20.5,54.0
1604,46.486,30.0,47.0
1605,50.125,40.916,50.0
1606,38.236,30.483,72.0
1607,41.875,32.875,45.0
1608,54.125,39.625,61.0
1609,26.125,23.875,23.0
1610,32.125,23.25,40.0
1611,35.5,26.958,29.0
1612,34.583,25.708,60.0
1613,43.958,33.333,42.0
1614,35.375,30.761,32.0
1615,27.125,20.0,28.0
1616,45.375,32.583,42.0
1617,43.125,38.92699999999999,66.0
1618,70.625,44.958,106.0
1619,42.25,29.290999999999997,51.0
1620,39.278,29.722,62.0
1621,43.0,43.625,53.0
1622,33.375,27.958,57.0
1623,50.375,37.625,74.0
1624,36.25,26.75,50.0
1625,20.75,16.833,28.0
1626,55.75,30.375,56.0
1627,40.125,31.0,45.0
1628,27.0,15.5,23.0
1629,24.25,17.25,26.0
1630,25.375,26.528,55.0
1631,37.375,32.443999999999996,34.0
1632,33.347,22.610999999999997,60.0
1633,40.875,32.875,48.0
1634,101.25,71.25,114.0
1635,52.5,37.875,57.0
1636,52.5,38.125,75.0
1637,62.25,46.136,89.0
1638,60.111000000000004,46.0,84.0
1639,53.75,50.75,57.0
1640,54.50199999999999,36.998000000000005,58.0
1641,39.875,25.125,39.0
1642,69.73599999999999,48.014,85.0
1643,32.875,29.75,60.0
1644,48.25,38.875,61.0
1645,45.0,37.5,52.0
1646,52.75,35.236,76.0
1647,40.625,33.468999999999994,64.0
1648,58.75,46.208,101.0
1649,67.5,65.458,84.0
1650,63.5,54.583,67.0
1651,57.25,39.5,81.0
1652,48.125,35.625,42.0
1653,47.708,35.292,56.0
1654,43.25,32.0,50.0
1655,37.5,27.958,55.0
1656,41.111,32.5,51.0
1657,40.875,36.125,48.0
1658,33.125,24.125,44.0
1659,61.5,42.778,64.0
1660,71.0,53.125,95.0
1661,47.0,38.375,61.0
1662,43.125,36.0,73.0
1663,60.75,42.75,64.0
1664,50.75,35.761,43.0
1665,37.5,26.333,46.0
1666,31.625,27.915999999999997,43.0
1667,41.25,30.25,49.0
1668,41.75,34.375,68.0
1669,24.375,17.375,36.0
1670,31.625,29.403,54.0
1671,41.25,36.125,68.0
1672,21.125,14.625,39.0
1673,44.5,35.903,74.0
1674,41.75,37.125,38.0
1675,43.75,36.318999999999996,61.0
1676,32.5,27.5,35.0
1677,47.375,35.25,57.0
1678,44.5,37.028,66.0
1679,38.25,29.25,38.0
1680,27.625,29.125,34.0
1681,45.25,38.375,65.0
1682,40.75,30.375,48.0
1683,50.736,42.458,33.0
1684,42.25,32.625,47.0
1685,37.375,31.875,40.0
1686,53.25,42.625,97.0
1687,46.5,32.208,57.0
1688,33.458,27.375,37.0
1689,47.5,39.0,47.0
1690,20.0,14.625,36.0
1691,24.125,17.625,26.0
1692,31.25,17.5,37.0
1693,55.125,45.458,62.0
1694,44.375,33.875,40.0
1695,44.75,31.625,58.0
1696,33.875,25.875,50.0
1697,48.625,34.5,43.0
1698,60.375,49.875,73.0
1699,39.236000000000004,26.083,38.0
1700,67.0,56.125,92.0
1701,39.65,33.475,49.0
1702,38.25,24.5,79.0
1703,28.5,17.153,49.0
1704,44.375,34.458,86.0
1705,31.0,23.0,46.0
1706,54.125,49.875,66.0
1707,57.5,42.885999999999996,49.0
1708,58.125,55.458,134.0
1709,44.0,23.75,55.0
1710,64.125,44.875,68.0
1711,67.875,42.458,41.0
1712,47.375,44.166,80.0
1713,52.125,31.458,70.0
1714,62.25,50.083,91.0
1715,35.875,30.25,58.0
1716,50.25,35.125,48.0
1717,67.5,62.306,95.0
1718,67.875,44.0,62.0
1719,69.125,51.708,68.0
1720,60.0,44.625,79.0
1721,47.25,42.125,86.0
1722,49.375,43.193999999999996,74.0
1723,30.5,18.25,49.0
1724,60.5,39.885999999999996,75.0
1725,59.875,41.25,58.0
1726,31.333,22.917,35.0
1727,68.875,51.791,55.0
1728,35.625,27.583,54.0
1729,53.0,44.375,60.0
1730,39.5,24.975,47.0
1731,45.125,31.5,64.0
1732,73.0,45.041,71.0
1733,58.375,37.903,82.0
1734,47.875,44.625,69.0
1735,84.819,62.681,123.0
1736,61.346999999999994,38.455,63.0
1737,31.875,24.0,38.0
1738,42.833,40.5,55.0
1739,30.125,20.375,36.0
1740,40.25,29.875,56.0
1741,66.0,42.968999999999994,61.0
1742,63.125,42.583,90.0
1743,33.75,26.375,62.0
1744,47.25,34.875,74.0
1745,33.625,19.125,45.0
1746,63.375,43.25,76.0
1747,45.75,36.25,50.0
1748,33.25,23.0,49.0
1749,56.875,46.958,102.0
1750,32.625,29.375,41.0
1751,38.125,33.5,57.0
1752,53.056,47.569,102.0
1753,51.5,36.194,75.0
1754,45.125,26.610999999999997,57.0
1755,84.125,67.25,127.0
1756,73.875,54.5,78.0
1757,78.0,45.04,103.0
1758,74.5,49.583,95.0
1759,69.25,59.403,72.0
1760,58.625,37.833,59.0
1761,52.0,38.583,68.0
1762,28.375,22.25,29.0
1763,37.25,24.791,58.0
1764,27.125,19.625,28.0
1765,48.0,46.760999999999996,62.0
1766,43.75,40.361,63.0
1767,40.375,31.5,65.0
1768,37.125,28.375,64.0
1769,32.125,20.361,61.0
1770,47.0,37.528,66.0
1771,33.5,30.0,57.0
1772,46.5,42.875,63.0
1773,45.0,32.111000000000004,54.0
1774,48.125,42.625,68.0
1775,29.875,18.0,34.0
1776,37.0,23.083,72.0
1777,35.125,22.25,43.0
1778,43.375,38.875,87.0
1779,35.875,35.083,49.0
1780,35.625,20.0,37.0
1781,39.875,28.5,62.0
1782,42.458,32.0,46.0
1783,43.25,39.875,72.0
1784,40.75,26.5,54.0
1785,40.75,28.778,55.0
1786,39.083,32.056,45.0
1787,31.375,23.125,30.0
1788,29.75,22.125,49.0
1789,42.875,31.375,37.0
1790,26.25,24.25,42.0
1791,26.0,20.75,39.0
1792,13.625,12.625,25.0
1793,31.125,21.208,42.0
1794,17.5,14.625,17.0
1795,20.0,13.625,30.0
1796,33.375,27.75,44.0
1797,64.375,48.0,72.0
1798,37.75,32.625,49.0
1799,40.861,26.375,34.0
1800,46.319,30.681,74.0
1801,52.25,36.958,84.0
1802,61.875,41.75,76.0
1803,54.625,53.708,80.0
1804,39.125,32.0,29.0
1805,54.25,37.75,62.0
1806,35.0,29.528,44.0
1807,38.736,28.25,43.0
1808,42.625,30.511,50.0
1809,48.25,36.25,45.0
1810,54.0,41.625,107.0
1811,32.75,24.125,51.0
1812,44.208,37.625,57.0
1813,42.375,39.208,56.0
1814,51.875,43.997,88.0
1815,74.333,51.208,90.0
1816,48.25,38.125,53.0
1817,50.0,39.958,62.0
1818,40.972,35.486,58.0
1819,55.125,43.0,64.0
1820,54.625,42.375,66.0
1821,64.361,42.414,52.0
1822,52.375,50.903,67.0
1823,50.875,33.625,38.0
1824,59.0,40.625,61.0
1825,52.25,39.375,42.0
1826,48.25,42.0,54.0
1827,45.75,36.208,66.0
1828,41.125,31.943999999999996,27.0
1829,49.25,34.375,45.0
1830,29.150999999999996,26.932000000000002,51.0
1831,67.25,48.166,82.0
1832,38.625,30.5,42.0
1833,52.375,53.125,83.0
1834,63.75,45.875,93.0
1835,53.375,43.625,78.0
1836,59.333,44.917,71.0
1837,34.125,27.5,53.0
1838,53.375,37.375,65.0
1839,39.25,29.875,51.0
1840,64.625,40.5,60.0
1841,63.833,43.667,64.0
1842,55.375,29.25,65.0
1843,54.375,40.75,73.0
1844,50.0,36.931,67.0
1845,67.25,49.666,58.0
1846,30.472,23.778,38.0
1847,60.125,46.625,58.0
1848,41.625,32.958,65.0
1849,40.0,30.5,37.0
1850,59.5,49.25,64.0
1851,32.125,22.125,39.0
1852,64.375,48.25,60.0
1853,67.0,42.208,73.0
1854,85.5,63.375,133.0
1855,60.736000000000004,47.125,116.0
1856,43.75,39.125,51.0
1857,59.5,32.385999999999996,58.0
1858,45.75,30.875,46.0
1859,48.25,42.875,59.0
1860,64.777,52.056,69.0
1861,37.875,35.125,33.0
1862,55.5,45.5,73.0
1863,40.153,30.222,53.0
1864,42.0,27.5,39.0
1865,37.375,19.25,44.0
1866,48.0,40.333,61.0
1867,42.125,34.0,62.0
1868,25.375,25.625,45.0
1869,39.5,23.25,53.0
1870,49.875,37.0,51.0
1871,37.5,30.208,48.0
1872,36.0,31.25,37.0
1873,39.875,32.833,49.0
1874,29.375,22.875,52.0
1875,27.25,20.778,34.0
1876,31.375,25.125,29.0
1877,34.625,33.875,53.0
1878,40.583,30.833,78.0
1879,28.5,26.028,50.0
1880,72.875,53.875,79.0
1881,45.25,29.875,67.0
1882,52.0,31.0,84.0
1883,37.388999999999996,21.305,30.0
1884,28.25,21.0,29.0
1885,43.125,27.5,40.0
1886,28.444,23.306,32.0
1887,34.875,20.5,52.0
1888,31.5,31.25,65.0
1889,32.0,22.25,55.0
1890,33.875,22.886,57.0
1891,51.25,35.625,83.0
1892,62.375,42.0,68.0
1893,51.875,34.0,69.0
1894,48.5,42.375,53.0
1895,56.875,46.125,61.0
1896,29.625,22.625,42.0
