0,1,2,3,4
0.00032335869693411935,0.000309529012563177,0.00017011298825571038,9.048665469172329e-05,0.00024714943440257533
2.7240184678863423e-06,0.0003958886798411682,0.0001045784430435946,0.00016342410668728906,0.00023466161309373262
4.0916328669190845e-06,0.0006190114708391272,0.0001974788146638053,6.456969711304913e-05,4.0241667189467585e-06
6.754698937941691e-06,0.0005684569020183868,6.286693089270946e-05,0.00017277798846990157,1.182266139524914e-05
6.043280471280358e-05,0.0004957477904722668,7.103736387860851e-05,0.00011989310335034655,0.00023553938422749292
8.075743266621514e-05,0.0001358225595190893,7.367413526869152e-06,2.2751961862866865e-06,0.0005403166829113955
2.0024221168903496e-06,0.00039809572457775663,2.2285575827098563e-07,9.75952056884559e-07,0.00011616951113225302
4.305062656230249e-05,0.0006964415482290866,0.00012693803667617717,0.0001440544889471426,7.146089911280902e-05
9.592143153724476e-05,0.00035168804468365013,8.504399563565594e-06,6.846657303891004e-05,0.0002722686773814306
6.79816802452526e-05,0.000489605139732667,6.635731927662703e-05,0.00011120887594634998,0.0001539309173063617
5.595745651031111e-05,0.00047451778264358507,6.958229554304857e-05,7.00027571917798e-05,0.00037028089109842916
8.280564965458932e-06,7.251244850842427e-05,1.722956195747705e-05,1.3944044561850382e-05,0.0007781550528381731
1.5680072059205962e-05,0.0005271044035672205,8.498067101123371e-05,9.616785115779746e-05,0.0002083773998787555
4.3561935561889995e-05,0.00028919669744222103,5.2465083162461435e-05,6.640710851884687e-05,0.00018098749258732287
2.3677642905664133e-07,0.00017595984348716998,6.210566887343691e-06,4.077162736071846e-06,0.00032876553443436624
0.00016811735253469332,0.00040229599927499727,2.8791115489858358e-05,2.197190826787097e-05,0.0002992236876887031
1.6334552119473773e-06,0.00037800219987759945,1.816326925991006e-05,5.716748788522501e-05,0.0001678134296070977
0.00010220868726549807,0.0004305624797618615,0.00025694707702225987,2.225431420645755e-06,0.0001758705311155202
2.4795184916950847e-05,0.0004716054132712301,0.00018689870612749023,6.5441076505053e-05,0.00011014601435444377
